Symbol,Company Name,Market Cap,Sector,Price,Change 1D,Volume,PE Ratio
PRU,Prudential Financial,39.73B,Financials,105.10,-3.87%,"1,737,010",5.73
ITUB,Itau Unibanco Holding,39.41B,Financials,4.03,-0.98%,"23,582,422",7.48
ROK,Rockwell Automation,39.34B,Industrials,339.20,-1.66%,"513,813",29.29
SRE,Sempra Energy,39.33B,Utilities,121.68,-3.07%,"1,132,801",34.91
ROST,Ross Stores,39.09B,Consumer Discretionary,110.01,-4.76%,"2,045,771",29.24
NTR,Nutrien,38.76B,Materials,67.68,-2.88%,"2,151,617",17.04
CRH,CRH Plc,38.63B,Materials,49.93,-2.31%,"284,003",26.25
AFRM,Affirm Holdings,38.49B,Information Technology,136.98,3.19%,"5,110,270",0.00
BAX,Baxter International,38.20B,Health Care,76.29,-1.71%,"1,275,289",32.11
SBAC,SBA Communications,38.19B,Real Estate,351.05,-0.96%,"247,154",134.71
ALC,Alcon,38.18B,Healthcare,77.91,-2.42%,"559,510",116.46
AZO,AutoZone,38.04B,Consumer Discretionary,"1,814.18",-2.20%,"90,555",19.06
GIS,General Mills,38.01B,Consumer Staples,62.76,-0.85%,"1,703,512",16.65
DIDI,DiDi Global,38.01B,Technology,7.88,-2.84%,"30,321,834",0.00
HLT,Hilton Worldwide,37.96B,Consumer Discretionary,136.21,-6.25%,"3,513,387",972.93
HUBS,HubSpot,37.96B,Information Technology,803.47,0.09%,"511,695",0.00
FRC,First Republic Bank,37.87B,Financials,211.23,-3.09%,"727,757",29.08
MTCH,Match Group,37.84B,Communication Services,133.67,-2.72%,"2,490,447",70.95
TRV,Travelers,37.80B,Financials,153.66,-3.34%,"1,262,445",10.76
MPC,Marathon Petroleum,37.77B,Energy,61.35,-4.96%,"5,847,348",4.31
TWTR,Twitter,37.64B,Communication Services,47.07,-0.95%,"7,836,780",0.00
SYY,Sysco,37.29B,Consumer Staples,72.73,-4.72%,"2,905,242",54.60
MFC,Manulife Financial,36.98B,Financials,19.04,-2.71%,"4,912,650",7.04
ETSY,"Etsy, Inc.",36.94B,Consumer Discretionary,291.38,-1.86%,"1,775,949",86.54
PPG,PPG Industries,36.94B,Materials,155.60,-1.99%,"694,873",26.15
KMI,Kinder Morgan,36.87B,Energy,16.26,-1.57%,"13,432,993",21.17
IFF,International Flavors &amp; Fragrances,36.80B,Materials,144.57,-1.97%,"711,177",123.88
BBVA,Banco Bilbao Vizcaya Argentaria,36.79B,Financials,5.53,-5.15%,"2,097,719",7.66
AFL,Aflac,36.76B,Financials,55.57,-2.53%,"3,429,520",9.01
HSY,Hershey,36.65B,Consumer Staples,177.92,-1.69%,"609,313",25.83
RMD,ResMed,36.61B,Health Care,251.21,-1.49%,"240,608",73.63
YUM,Yum! Brands,36.41B,Consumer Discretionary,124.20,-2.11%,"916,354",23.99
VRSK,Verisk Analytics,36.39B,Industrials,225.81,-1.05%,"923,631",52.76
SU,Suncor Energy,36.20B,Energy,24.77,-7.02%,"10,300,837",19.49
ADM,Archer-Daniels-Midland,36.03B,Consumer Staples,64.40,-2.90%,"1,837,520",13.91
GFS,GlobalFoundries,35.98B,Technology,67.29,-2.44%,"1,452,848",0.00
GPN,Global Payments,35.73B,Information Technology,123.16,-1.12%,"2,308,914",38.89
BIIB,Biogen,35.68B,Health Care,242.90,-2.89%,"1,300,170",23.77
WELL,Welltower,35.66B,Real Estate,81.92,-5.91%,"1,879,361",79.15
EA,Electronic Arts,35.63B,Communication Services,125.97,-0.54%,"2,264,107",46.40
BBD,Banco Bradesco,35.37B,Financials,3.65,-2.93%,"32,031,740",8.33
OTIS,Otis Worldwide,35.34B,Industrials,83.19,-1.50%,"899,584",29.72
KEYS,Keysight Technologies,35.25B,Information Technology,191.37,-4.15%,"809,359",43.23
DHI,D.R. Horton,35.16B,Consumer Discretionary,98.75,-2.31%,"2,375,564",8.66
WCN,Waste Connections,34.97B,Industrials,134.21,-2.24%,"334,889",60.46
XEL,Xcel Energy,34.88B,Utilities,64.76,-1.21%,"2,134,546",22.15
BF.B,Brown-Forman,34.78B,Consumer Staples,74.40,-0.29%,"972,455",46.21
BF.A,Brown-Forman,34.74B,Consumer Staples,69.30,-0.16%,"23,142",43.04
FAST,Fastenal,34.65B,Industrials,60.11,-1.28%,"1,850,907",39.03
WMB,Williams Companies,34.61B,Energy,28.24,-1.09%,"5,304,233",34.44
CPRT,Copart,34.60B,Industrials,145.93,-1.74%,"678,952",37.42
EPAM,EPAM Systems,34.54B,Information Technology,609.00,-1.82%,"114,750",84.45
GOLD,Barrick Gold,34.48B,Materials,19.38,-0.05%,"13,903,569",17.40
OKTA,"Okta, Inc",34.44B,Information Technology,222.69,1.42%,"920,712",0.00
MTD,Mettler-Toledo,34.40B,Health Care,"1,496.65",-1.42%,"78,578",46.91
LI,Li Auto,34.40B,Consumer Discretionary,32.40,-0.67%,"6,886,758",0.00
MDB,MongoDB,34.32B,Information Technology,518.61,2.25%,"440,350",0.00
CTVA,Corteva,34.13B,Materials,46.83,-1.56%,"1,306,476",21.27
STT,State Street,34.13B,Financials,93.35,-5.00%,"1,330,378",13.75
NDAQ,Nasdaq,34.06B,Financials,203.68,-2.36%,"479,576",29.64
FERG,Ferguson,34.02B,Industrials,153.67,-,"9,728",22.92
APP,Applovin,33.95B,Technology,90.71,-3.83%,"931,116",0.00
EFX,Equifax,33.88B,Industrials,277.74,-2.02%,"359,096",49.12
MCK,McKesson,33.84B,Health Care,221.61,-1.95%,"504,714",0.00
AJG,Arthur J. Gallagher,33.82B,Financials,163.14,-1.97%,"729,896",35.30
PHG,Koninklijke Philips,33.81B,Health Care,37.14,-4.96%,"763,622",7.96
ERIC,Ericsson,33.70B,Information Technology,10.12,-3.07%,"4,356,494",0.00
DFS,Discover Financial Services,33.58B,Financials,114.57,-4.13%,"1,514,093",6.85
AVB,AvalonBay Communities,33.45B,Real Estate,239.39,-3.03%,"395,465",33.09
ENPH,Enphase Energy,33.38B,Information Technology,247.42,-3.01%,"1,475,429",214.77
ANSS,"ANSYS, Inc.",33.37B,Information Technology,382.48,-1.94%,"344,208",71.92
ALL,Allstate,33.00B,Financials,115.12,0.37%,"1,929,895",10.63
CBRE,CBRE Group,32.83B,Real Estate,98.09,-5.90%,"1,559,523",22.87
AMP,Ameriprise Financial,32.64B,Financials,291.74,-3.54%,"499,178",15.86
BGNE,BeiGene,32.62B,Health Care,347.69,-1.09%,"125,284",0.00
NUE,Nucor,32.58B,Materials,113.98,-1.56%,"2,823,065",6.88
ZI,ZoomInfo Technologies,32.52B,Communication Services,70.01,-1.09%,"2,777,492",0.00
WST,West Pharmaceutical Services,32.51B,Health Care,438.88,1.19%,"279,231",54.43
LEN,Lennar,32.40B,Consumer Discretionary,107.04,-2.47%,"1,158,595",8.12
GLW,Corning,32.40B,Information Technology,37.96,-2.77%,"2,397,855",37.81
LEN.B,Lennar,32.22B,Industrials,87.26,-2.51%,"17,710",6.62
PEG,Public Service Enterprise Group,32.18B,Utilities,63.64,-1.47%,"1,064,494",0.00
AME,"AMETEK, Inc.",32.17B,Industrials,139.09,-2.81%,"1,308,010",34.86
KR,The Kroger Company,32.08B,Consumer Staples,43.14,1.41%,"7,506,925",28.86
NWG,NatWest Group,31.80B,Financials,5.61,-5.87%,"1,176,794",10.28
DLTR,Dollar Tree,31.74B,Consumer Discretionary,141.11,-3.75%,"2,693,335",22.22
ARE,Alexandria Real Estate Equities,31.68B,Real Estate,204.45,-2.82%,"424,937",31.39
SLF,Sun Life Financial,31.67B,Financials,53.86,-2.13%,"609,003",11.01
EQR,Equity Residential,31.60B,Real Estate,84.27,-4.04%,"1,219,172",29.85
ROKU,"Roku, Inc",31.60B,Communication Services,235.16,1.60%,"2,635,914",113.77
MFG,Mizuho Financial Group,31.58B,Financials,2.47,-3.14%,"304,973",5.61
ZBRA,Zebra Technologies,31.57B,Information Technology,590.72,-1.22%,"142,625",37.66
CMI,Cummins,31.42B,Industrials,219.68,-2.74%,"696,247",14.44
TU,TELUS Corporation,31.28B,Communication Services,22.98,-1.37%,"666,354",30.24
NOK,Nokia,31.27B,Information Technology,5.55,-3.65%,"21,411,657",0.00
ALB,Albemarle,31.22B,Materials,266.85,-2.78%,"884,020",143.01
RKT,Rocket Companies,31.18B,Financials,15.69,-0.32%,"2,967,212",5.18
CHT,Chunghwa Telecom,31.10B,Communication Services,40.00,-1.67%,"45,460",24.39
APO,Apollo Global Management,31.06B,Financials,71.74,-2.99%,"1,650,680",8.62
MPLX,MPLX LP,31.02B,Energy,30.42,-2.03%,"1,475,844",11.23
TDG,TransDigm Group,31.01B,Industrials,561.29,-9.18%,"1,105,601",54.00
SGEN,Seagen,30.99B,Health Care,169.50,-2.14%,"735,621",0.00
IBKR,Interactive Brokers,30.98B,Financials,74.33,-3.94%,"614,232",21.88
AWK,American Water Works,30.92B,Utilities,170.31,-1.79%,"395,738",40.57
BILL,Bill.com,30.77B,Information Technology,300.00,0.42%,"1,157,102",0.00
BLL,Ball Corporation,30.67B,Materials,94.70,1.15%,"2,053,885",39.00
CSGP,CoStar Group,30.64B,Industrials,77.59,-2.65%,"824,200",129.10
PSX,Phillips 66,30.34B,Energy,69.25,-6.25%,"4,751,980",0.00
PCAR,PACCAR Inc,30.04B,Industrials,86.54,-2.46%,"1,020,616",17.24
SWK,Stanley Black &amp; Decker,29.79B,Industrials,182.73,-3.67%,"666,382",16.54
LYB,LyondellBasell Industries,29.76B,Materials,89.44,-2.32%,"2,468,180",5.22
TSN,Tyson Foods,29.67B,Consumer Staples,81.34,-2.28%,"1,170,949",12.66
ES,Eversource Energy,29.13B,Utilities,84.72,-0.25%,"964,134",24.61
VFC,VF Corporation,29.11B,Consumer Discretionary,73.98,-2.14%,"1,906,118",23.71
FITB,Fifth Third Bancorp,29.05B,Financials,42.48,-4.75%,"5,680,642",11.74
ORAN,Orange S.A.,29.00B,Communication Services,10.87,-1.98%,"1,076,417",31.06
CHWY,Chewy,28.99B,Consumer Discretionary,69.39,3.41%,"2,725,257","3,016.96"
LVS,Las Vegas Sands,28.93B,Consumer Discretionary,37.87,-5.35%,"15,312,798",0.00
DVN,Devon Energy,28.91B,Energy,42.70,-5.30%,"15,883,252",21.20
W,Wayfair,28.90B,Consumer Discretionary,276.42,-1.04%,"984,295",314.11
WY,Weyerhaeuser,28.78B,Real Estate,38.42,-1.44%,"2,210,473",11.60
WLTW,Willis Towers Watson,28.53B,Financials,228.99,-3.02%,"874,666",12.97
LBRDK,Liberty Broadband,28.41B,Communication Services,161.10,-0.93%,"954,861",49.81
BBY,Best Buy,28.23B,Consumer Discretionary,114.77,-1.65%,"2,326,657",11.74
WEC,WEC Energy Group,28.13B,Utilities,89.17,-1.68%,"733,876",21.49
LBRDA,Liberty Broadband,28.05B,Communication Services,157.61,-0.87%,"91,298",48.74
PINS,Pinterest,27.91B,Communication Services,42.80,1.09%,"5,180,702",83.43
OKE,ONEOK,27.86B,Energy,62.47,-3.61%,"1,910,976",19.55
ED,Consolidated Edison,27.83B,Utilities,78.67,-0.69%,"1,154,521",23.30
VLO,Valero Energy,27.80B,Energy,68.01,-6.77%,"5,672,910",0.00
OXY,Occidental Petroleum,27.74B,Energy,29.70,-7.22%,"22,777,888",0.00
LH,Laboratory Corporation of America Holdings,27.69B,Health Care,289.30,1.96%,"622,073",10.26
PCG,PG&amp;E Corporation,27.54B,Utilities,12.24,-1.77%,"9,671,550",0.00
TLK,Telkom Indonesia,27.50B,Communication Services,27.56,3.65%,"178,764",21.20
UMC,United Microelectronics,27.42B,Information Technology,11.13,-2.45%,"4,857,043",16.86
GNRC,Generac Holdings,27.33B,Industrials,433.15,-0.90%,"372,902",52.61
FTV,Fortive,27.15B,Industrials,75.72,-2.96%,"1,227,185",16.52
LNG,Cheniere Energy,27.11B,Energy,106.89,-1.80%,"1,404,626",0.00
MT,ArcelorMittal,27.06B,Materials,27.87,-4.49%,"3,387,883",2.67
KSU,Kansas City Southern,26.83B,Industrials,294.93,-3.03%,"672,976",278.76
GRMN,Garmin,26.81B,Consumer Discretionary,139.39,-2.60%,"580,314",23.80
VRSN,VeriSign,26.77B,Information Technology,241.02,-1.78%,"509,585",44.43
ZBH,Zimmer Biomet,26.69B,Health Care,125.62,-3.57%,"1,363,807",32.10
EXR,Extra Space Storage,26.62B,Real Estate,198.79,-2.71%,"458,647",36.92
LUV,Southwest Airlines,26.61B,Industrials,44.96,-4.32%,"11,563,046",0.00
IT,Gartner,26.42B,Information Technology,321.22,-1.50%,"325,387",40.03
BILI,Bilibili,26.34B,Communication Services,68.79,-5.08%,"3,752,876",0.00
EC,Ecopetrol,26.34B,Energy,12.81,-4.97%,"888,552",5.99
FNV,Franco-Nevada,26.32B,Materials,137.65,-1.18%,"244,214",38.28
PAYC,Paycom Software,26.28B,Information Technology,437.84,-3.20%,"242,284",148.42
URI,United Rentals,26.22B,Industrials,362.23,-3.12%,"496,109",21.91
VMC,Vulcan Materials,26.20B,Materials,197.45,-2.20%,"441,768",40.71
SYF,Synchrony Financial,26.09B,Financials,47.68,-4.20%,"4,374,640",6.75
TSCO,Tractor Supply,25.99B,Consumer Discretionary,228.36,1.12%,"592,444",29.20
ON,ON Semiconductor,25.98B,Information Technology,60.30,-3.32%,"4,046,270",39.36
CDW,CDW Corporation,25.94B,Information Technology,191.16,-4.32%,"522,518",26.86
ZTO,ZTO Express (Cayman) Inc.,25.92B,Industrials,30.85,-1.88%,"3,452,970",37.39
SIRI,Sirius XM,25.89B,Communication Services,6.17,-0.64%,"11,985,571",80.13
MLM,Martin Marietta,25.88B,Materials,414.92,-1.90%,"189,713",35.62
FMX,Fomento Economico Mexicano,25.85B,Consumer Staples,72.25,-2.13%,"397,920",26.18
GMAB,Genmab A/S,25.66B,Health Care,39.18,0.44%,"262,301",59.18
DB,Deutsche Bank,25.65B,Financials,12.24,-4.60%,"4,814,744",11.19
PATH,UiPath,25.51B,Technology,49.67,1.04%,"1,371,357",0.00
YNDX,Yandex,25.26B,Communication Services,70.44,-4.77%,"1,583,337",0.00
GWW,W.W. Grainger,25.22B,Industrials,489.54,-1.79%,"169,252",27.98
SWKS,Skyworks Solutions,25.18B,Information Technology,152.48,-2.90%,"1,530,328",17.00
CVE,Cenovus Energy,25.05B,Energy,12.39,-5.13%,"11,223,806",35.81
BEKE,KE Holdings,24.99B,Real Estate,20.98,-5.41%,"5,725,805",134.49
ABC,AmerisourceBergen,24.98B,Health Care,120.23,-2.60%,"613,166",16.27
HTHT,Huazhu Group,24.91B,Consumer Discretionary,39.67,-10.61%,"3,537,596",125.14
TEF,Telefonica,24.81B,Communication Services,4.40,-2.22%,"1,806,665",2.11
NTRS,Northern Trust,24.69B,Financials,118.89,-4.38%,"436,910",18.75
EIX,Edison International,24.67B,Utilities,64.94,-1.83%,"965,440",32.36
MPWR,Monolithic Power Systems,24.66B,Information Technology,535.02,-3.18%,"190,043",119.96
DOV,Dover,24.66B,Industrials,171.24,-2.84%,"540,351",26.39
INVH,Invitation Homes,24.56B,Real Estate,41.15,-1.93%,"1,981,709",91.65
IX,ORIX Corporation,24.38B,Financials,101.47,-1.60%,"9,761",11.60
EXPE,Expedia,24.21B,Consumer Discretionary,159.80,-9.48%,"7,039,573",0.00
MGA,Magna International,24.17B,Consumer Discretionary,80.38,-2.59%,"952,121",13.61
AVTR,Avantor,24.15B,Health Care,39.62,-,"2,242,185",50.09
IR,Ingersoll Rand,24.02B,Industrials,58.94,-3.41%,"1,882,408",59.72
TER,Teradyne,23.98B,Information Technology,146.35,-2.97%,"893,052",27.57
ET,Energy Transfer LP,23.92B,Energy,8.84,-2.21%,"13,160,289",4.93
TOST,Toast,23.72B,Technology,43.10,-0.35%,"1,854,802",0.00
HZNP,Horizon Therapeutics,23.70B,Health Care,104.50,-0.35%,"783,882",44.39
KMX,CarMax,23.63B,Consumer Discretionary,145.75,-1.09%,"543,360",20.71
CAJ,Canon,23.58B,Information Technology,22.46,-1.49%,"135,455",12.95
HIG,Hartford Financial Services,23.57B,Financials,69.25,-3.17%,"1,492,537",11.52
HES,Hess Corporation,23.55B,Energy,76.04,-6.87%,"2,500,995",120.13
RCI,Rogers Communications,23.45B,Communication Services,45.86,-1.90%,"235,362",18.10
MAA,Mid-America Apartment Communities,23.44B,Real Estate,203.57,-3.32%,"472,946",54.62
CHD,Church &amp; Dwight,23.34B,Consumer Staples,93.34,-0.04%,"653,298",28.48
HOOD,Robinhood Markets,23.33B,Technology,27.92,-0.21%,"5,498,844",0.00
DAL,Delta Air Lines,23.28B,Industrials,36.38,-8.34%,"38,029,258",0.00
LYV,Live Nation Entertainment,23.26B,Communication Services,103.53,-8.06%,"4,571,000",0.00
TTM,Tata Motors,23.25B,Consumer Discretionary,30.36,-7.66%,"984,325",0.00
HRL,Hormel Foods,23.23B,Consumer Staples,42.81,-0.30%,"1,173,899",27.10
PLUG,Plug Power,23.20B,Industrials,40.25,-6.20%,"13,360,428",0.00
IMO,Imperial Oil,23.15B,Energy,32.86,-6.44%,"504,924",57.45
CS,Credit Suisse Group,23.13B,Financials,9.67,-1.53%,"4,141,626",293.03
CCEP,Coca-Cola Europacific Partners,23.12B,Consumer Staples,50.71,-3.41%,"1,017,372",33.43
PKI,PerkinElmer,23.11B,Health Care,183.09,3.47%,"633,271",18.27
SUI,Sun Communities,22.97B,Real Estate,197.00,-1.54%,"305,686",58.08
CNHI,CNH Industrial,22.94B,Industrials,16.94,-5.15%,"4,074,979",14.47
MKC,McCormick,22.86B,Consumer Staples,85.54,0.06%,"1,380,058",30.33
STE,Steris,22.74B,Health Care,227.31,-0.30%,"232,647",82.66
WMG,Warner Music Group,22.71B,Communication Services,42.98,0.05%,"244,022",74.10
CTLT,Catalent,22.65B,Health Care,132.31,2.10%,"1,292,176",41.65
RYAAY,Ryanair Holdings,22.58B,Industrials,100.00,-3.66%,"507,705",0.00
ALNY,Alnylam Pharmaceuticals,22.55B,Health Care,188.53,-0.14%,"340,765",0.00
RF,Regions Financial,22.50B,Financials,23.47,-4.52%,"6,513,783",8.79
POOL,Pool Corporation,22.42B,Consumer Discretionary,559.19,-1.63%,"88,898",37.90
TW,Tradeweb Markets,22.33B,Financials,95.99,-1.07%,"511,291",84.50
BIO,Bio-Rad Laboratories,22.31B,Health Care,750.17,1.81%,"65,456",3.40
HBAN,Huntington Bancshares,22.23B,Financials,15.37,-5.99%,"10,726,261",17.23
DRE,Duke Realty,22.23B,Real Estate,58.37,-2.57%,"881,813",23.96
ESS,Essex Property Trust,22.17B,Real Estate,340.69,-4.64%,"257,060",49.59
ICLR,ICON plc,22.14B,Health Care,272.00,-0.68%,"194,721",92.55
XYL,Xylem,22.12B,Industrials,122.64,-1.92%,"968,949",48.11
STX,Seagate Technology Holdings,21.96B,Information Technology,98.62,-2.40%,"1,344,720",14.51
YUMC,Yum China,21.89B,Consumer Discretionary,51.12,-4.14%,"2,119,660",33.28
AEE,Ameren,21.77B,Utilities,84.51,-1.46%,"644,833",22.03
ULTA,Ulta Beauty,21.72B,Consumer Discretionary,399.53,-2.45%,"474,874",30.84
K,Kellogg,21.71B,Consumer Staples,63.64,0.70%,"1,623,221",17.35
DTE,DTE Energy,21.44B,Utilities,110.66,-1.35%,"601,399",24.51
CFLT,Confluent,21.43B,Technology,81.04,1.57%,"828,690",0.00
CLX,Clorox,21.40B,Consumer Staples,174.21,3.65%,"2,354,809",50.25
KEY,KeyCorp,21.32B,Financials,22.90,-4.42%,"8,458,231",8.92
TRU,TransUnion,21.31B,Industrials,111.23,-2.60%,"432,954",45.40
CERN,Cerner,21.27B,Health Care,72.30,-1.62%,"1,502,677",42.53
VIAC,ViacomCBS,21.23B,Communication Services,32.61,-1.90%,"8,359,055",6.37
PPL,PPL Corporation,21.16B,Utilities,28.18,-1.67%,"3,186,464",0.00
TRMB,Trimble,21.14B,Information Technology,83.41,-3.27%,"718,179",37.97
CQP,Cheniere Energy Partners,21.04B,Energy,43.48,0.32%,"128,412",15.30
VIACA,ViacomCBS,21.00B,Communication Services,35.23,-2.27%,"39,494",6.89
EXPD,Expeditors International,20.99B,Industrials,123.89,-2.40%,"1,348,544",18.33
RNG,RingCentral,20.98B,Information Technology,224.54,0.96%,"794,199",0.00
FTS,Fortis,20.93B,Utilities,43.71,-1.35%,"226,311",20.89
CCL,Carnival,20.93B,Consumer Discretionary,17.95,-10.96%,"84,018,525",0.00
FOX,Fox Corporation,20.80B,Communication Services,35.07,-2.26%,"779,811",11.86
FOXA,Fox Corporation,20.79B,Communication Services,37.62,-2.29%,"1,850,424",12.72
ETR,Entergy,20.72B,Utilities,103.09,-3.11%,"898,946",16.68
CFG,Citizens Financial Group,20.70B,Financials,48.56,-4.86%,"3,456,316",9.75
SPLK,Splunk,20.68B,Information Technology,124.85,-0.18%,"1,276,609",0.00
GIB,"CGI, Inc",20.67B,Information Technology,83.69,-1.99%,"146,701",19.36
WAT,Waters Corporation,20.66B,Health Care,338.43,-1.58%,"230,112",30.33
FE,FirstEnergy,20.64B,Utilities,37.91,-2.57%,"2,624,242",18.84
TYL,Tyler Technologies,20.55B,Information Technology,501.43,-2.55%,"83,961",131.09
JBHT,J.B. Hunt,20.43B,Industrials,194.57,-2.83%,"296,855",30.88
PODD,Insulet,20.37B,Health Care,295.39,-0.73%,"178,809",0.00
RJF,Raymond James Financial,20.28B,Financials,98.54,-3.86%,"760,763",17.54
ENTG,Entegris,20.19B,Information Technology,149.01,-1.68%,"859,158",53.99
BKR,Baker Hughes,20.06B,Energy,23.06,-4.39%,"7,880,812",128.11
SSNC,SS&amp;C Technologies,20.02B,Information Technology,78.75,-1.44%,"854,764",28.24
VTR,Ventas,20.02B,Real Estate,49.50,-3.57%,"1,475,977",93.57
AGR,Avangrid,20.01B,Utilities,51.67,-1.03%,"230,749",24.68
BR,Broadridge Financial Solutions,20.00B,Information Technology,171.57,-0.90%,"380,756",36.86
TDY,Teledyne Technologies,19.96B,Industrials,426.30,-2.61%,"138,056",42.89
MTB,M&amp;T Bank,19.82B,Financials,153.99,-4.63%,"956,688",11.04
SBNY,Signature Bank,19.76B,Financials,325.95,-4.03%,"746,036",23.36
NTAP,NetApp,19.75B,Information Technology,88.32,-1.63%,"979,711",23.56
BBWI,Bath &amp; Body Works,19.72B,Consumer Cyclical,74.61,-0.27%,"1,867,172",11.49
MGM,MGM Resorts,19.63B,Consumer Discretionary,41.85,-2.29%,"7,692,434",33.56
TTWO,Take-Two Interactive,19.56B,Communication Services,169.66,3.26%,"1,307,950",35.08
CG,The Carlyle Group,19.52B,Financials,54.75,-4.28%,"1,199,279",7.08
ASAN,Asana,19.50B,Information Technology,106.02,-0.73%,"2,024,157",0.00
CZR,Caesars Entertainment,19.50B,Consumer Discretionary,91.20,-2.92%,"3,004,693",0.00
HOLX,Hologic,19.48B,Health Care,76.83,2.56%,"1,483,296",10.66
FANG,Diamondback Energy,19.47B,Energy,107.48,-5.88%,"3,127,919",41.97
HAL,Halliburton,19.38B,Energy,21.65,-6.76%,"10,948,691",48.43
AMC,AMC Entertainment,19.32B,Communication Services,37.63,-3.24%,"19,660,010",0.00
DPZ,Domino's Pizza,19.27B,Consumer Discretionary,529.88,-0.77%,"205,339",42.72
XM,Qualtrics International,19.26B,Technology,33.88,-0.09%,"608,935",0.00
CUK,Carnival,19.20B,Consumer Discretionary,16.48,-11.30%,"3,933,149",0.00
DGX,Quest Diagnostics,19.01B,Health Care,154.95,3.63%,"1,122,953",9.32
J,Jacobs Engineering,18.99B,Industrials,145.73,-1.83%,"512,838",41.60
WPM,Wheaton Precious Metals,18.97B,Materials,41.98,-1.66%,"1,578,041",30.53
BURL,Burlington Stores,18.94B,Consumer Discretionary,283.85,-2.15%,"917,376",43.55
CRL,Charles River Laboratories,18.94B,Health Care,375.28,-0.59%,"190,020",48.61
CINF,Cincinnati Financial,18.90B,Financials,117.27,-2.13%,"609,388",7.55
HPE,Hewlett-Packard Enterprise,18.88B,Information Technology,14.43,-2.89%,"6,651,686",18.45
GPC,Genuine Parts,18.85B,Consumer Discretionary,132.38,-2.92%,"353,911",23.60
PFG,Principal Financial Group,18.80B,Financials,70.91,-4.08%,"1,709,516",11.40
COO,Cooper Companies,18.73B,Health Care,379.94,-2.79%,"278,198",6.48
TECH,Bio-Techne,18.61B,Health Care,473.47,-0.73%,"114,941",109.17
NVR,"NVR, Inc.",18.43B,Consumer Discretionary,"5,291.10",-1.13%,"14,974",17.16
SQM,Sociedad Quimica y Minera de Chile,18.42B,Materials,64.47,-1.84%,"816,690",78.15
IP,International Paper,18.41B,Materials,47.53,-0.04%,"2,329,775",10.47
UI,Ubiquiti,18.37B,Information Technology,294.28,-3.82%,"56,330",31.20
BRO,Brown &amp; Brown,18.29B,Financials,64.76,-2.38%,"810,389",31.61
PEAK,Healthpeak Properties,18.27B,Real Estate,33.90,-2.28%,"1,446,131",29.61
QSR,Restaurant Brands International,18.27B,Consumer Discretionary,57.99,-1.23%,"905,013",23.94
DRI,Darden Restaurants,18.24B,Consumer Discretionary,140.55,-5.28%,"1,333,241",22.48
AKAM,Akamai Technologies,18.19B,Information Technology,111.94,-0.74%,"1,013,790",30.74
TCOM,Trip.com Group,18.10B,Consumer Discretionary,27.85,-4.26%,"6,972,525",30.17
WDC,Western Digital,18.00B,Information Technology,57.76,-3.52%,"2,352,340",12.08
RPRX,Royalty Pharma,17.99B,Health Care,41.89,-0.45%,"1,390,737",21.75
DT,Dynatrace,17.95B,Information Technology,62.97,-1.24%,"1,038,120",224.89
SEDG,SolarEdge Technologies,17.93B,Information Technology,341.44,-2.02%,"334,643",128.07
DNA,Ginkgo Bioworks,17.93B,Healthcare,12.06,0.50%,"3,449,257",0.00
HEI,HEICO Corporation,17.86B,Industrials,137.80,-5.62%,"453,792",67.55
